URL's successfully downloaded,Size of the downloaded file,Number of Outlinks,Content-Type,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startPage=1&startRow=211&title,53612,134,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6626&last&referer=facultydirectory.cfm&startpage=1&startrow=241&title,18788,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=33694&last&referer=facultydirectory.cfm&startpage=1&startrow=241&title,19403,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6630&last&referer=facultydirectory.cfm&startpage=1&startrow=241&title,19429,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6620&last&referer=facultydirectory.cfm&startpage=1&startrow=241&title,19122,72,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=36307&last&referer=facultydirectory.cfm&startpage=1&startrow=241&title,19850,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=25037&last&referer=facultydirectory.cfm&startpage=1&startrow=241&title,18710,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=29791&last&referer=facultytps://cinema.usc.edu/news/article.cfm?id=9847,21729,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9846,24742,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9845,22877,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9844,24677,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9843,22925,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9842,23948,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9841,24071,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9840,23647,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9839,28153,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9838,26400,81,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9837,24537,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9836,23543,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9835,26131,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9834,27301,84,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9833,24908,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9832,23209,83,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9831,27578,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9869,29064,83,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9868,24747,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9867,23802,81,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9866,21811,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9865,21428,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9864,21892,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9863,27993,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9862,26049,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9861,23191,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9860,27967,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9859,27408,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9858,25879,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9857,23358,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9856,23767,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9855,25541,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9854,26507,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9853,26728,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9852,28844,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9851,27377,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9850,25250,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9763,27498,80,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15078,38701,89,text/html,,,
https://cinema.usc.edu/events/reservation.cfm?id=15982,31141,78,text/html,,,
https://cinema.usc.edu/events/reservation.cfm?id=15484,31208,78,text/html,,,
https://cinema.usc.edu/events/reservation.cfm?id=15481,31273,78,text/html,,,
https://cinema.usc.edu/events/reservation.cfm?id=15466,31231,78,text/html,,,
https://cinema.usc.edu/events/reservation.cfm?id=15980,31217,78,text/html,,,
https://cinema.usc.edu/events/reservation.cfm?id=15480,31230,78,text/html,,,
https://cinema.usc.edu/events/reservation.cfm?id=15464,31226,78,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=22351&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,20416,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=35018&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,19859,72,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=24604&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,18619,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=37997&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,19021,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=41117&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,18310,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6587&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,19584,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=39811&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,17878,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6579&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,19732,75,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6581&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,20738,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=28003&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,18776,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6590&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,22566,77,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=33648&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,17920,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=40769&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,17846,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=36046&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,18503,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6588&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,18932,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=38346&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,17878,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6573&last&referer=facultydirectory.cfm&startpage=1&startrow=181&title,19774,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=16311&last&referer=facultydirectory.cfm&startpage=1&startrow=331&title,19425,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6665&last&referer=facultydirectory.cfm&startpage=1&startrow=331&title,18672,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6407&last&referer=facultydirectory.cfm&startpage=1&startrow=331&title,20182,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=29110&last&referer=facultydirectory.cfm&startpage=1&startrow=331&title,17848,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=37694&last&referer=facultydirectory.cfm&startpage=1&startrow=331&title,18227,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=28891&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,18407,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=33666&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,21596,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=14674&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,19029,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=40940&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,17847,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6520&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,19478,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6513&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,20360,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=24173&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,18940,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=36237&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,20374,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=21482&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,21911,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=26201&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,18971,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=41108&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,20421,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6518&last&referer=facultydirectory.cfm&startpage=1&startrow=91&title,19221,70,text/html,,,
https://cinema.usc.id=18&first&id=33189&last&referer=%2Finteractive%2Ffaculty.cfm&startpage=1&startrow=1&title,20084,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=18&first&id=41118&last&referer=%2Finteractive%2Ffaculty.cfm&startpage=1&startrow=1&title,18245,70,text/html,,,
https://cinema.usc.edu/events/reservation.cfm?id=15404,31260,78,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=28795&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,22192,76,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6570&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,19013,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6560&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,20251,76,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=34837&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,19214,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=24215&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,19773,74,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=34794&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,19683,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=33652&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,18614,70,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startPage=1&startRow=181&title,54543,132,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6564&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,18797,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=24178&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,19234,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=31663&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,20483,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=26958&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,19284,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=30304&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,20424,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=33192&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,17842,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=35475&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,20018,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6565&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,19245,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6556&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,22694,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=26967&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,18837,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=26977&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,22079,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6563&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,18995,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=5410&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,19209,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6569&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,19236,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=33662&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,21448,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=26965&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,19263,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=22357&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,17845,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=34350&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,17857,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6571&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,20796,70,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startPage=1&startRow=121&title,55531,136,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=37541&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,21583,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=5278&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,18512,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=37076&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,17877,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=33651&last&referer=facultydirectory.cfm&startpage=1&startrow=151&title,17927,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=37967&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,18951,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=12702&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,17847,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=36683&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,22712,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6492&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,19203,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=12636&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,18512,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=38052&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,18992,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=26229&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,19691,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6493&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,19322,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6497&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,17879,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=33189&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,20146,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=26961&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,18987,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6482&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,19612,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6486&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,20594,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=38051&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,18876,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=36238&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,18278,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=30402&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,17878,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=22217&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,18869,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=11&last&referer=facultydirectory.cfm&startpage=1&startrow=61&title,18658,70,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=7,57930,89,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm,23500,82,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=9,57943,89,text/html,,,
https://cinema.usc.edu/directories/staff.cfm?did=50&eid=0&startpage=1&startrow=121,54366,113,text/html,,,
https://cinema.usc.edu/directories/staff.cfm?did=50&eid=0&startpage=1&startrowhttps://cinema.usc.edu/mediastudies/spectator/30.1spring2010.cfm,23822,83,text/html,,,
https://cinema.usc.edu/mediastudies/spectator/32.2fall2012.cfm,22819,80,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=17&first&id=6548&last&referer=%2Fcriticalstudies%2Ffaculty.cfm&startpage=1&startrow=1&title,24827,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=17&first&id=25038&last&referer=%2Fcriticalstudies%2Ffaculty.cfm&startpage=1&startrow=1&title,18586,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=17&first&id=6620&last&referer=%2Fcriticalstudies%2Ffaculty.cfm&startpage=1&startrow=1&title,19064,72,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=35039&last&referer=facultydirectory.cfm&startpage=1&startrow=271&title,19166,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=24189&last&referer=facultydirectory.cfm&startpage=1&startrow=271&title,20034,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6635&last&referer=facultydirectory.cfm&startpage=1&startrow=271&title,19061,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=35032&last&referer=facultydirectory.cfm&startpage=1&startrow=271&title,19437,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=41127&last&referer=facultydirectory.cfm&startpage=1&startrow=271&title,17883,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=51&last&referer=facultydirectory.cfm&startpage=1&startrow=271&title,19064,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6632&last&referer=facultydirectory.cfm&startpage=1&startrow=271&title,20355,77,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startPage=1&startRow=301&title,54019,131,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=36685&last&referer=facultydirectory.cfm&startpage=1&startrow=271&title,20470,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6652&last&referer=facultydirectory.cfm&startpage=1&startrow=271&title,19404,70,text/html,,,
https://cinema.usc.edu/businessentertainment/faculty.cfm,23570,78,text/html,,,
https://cinema.usc.edu/iml/history.cfm,24687,82,text/html,,,
https://cinema.usc.edu/iml/resources/links.cfm,27240,130,text/html,,,
https://cinema.usc.edu/iml/resources/handbooks/index.cfm,23454,87,text/html,,,
https://cinema.usc.edu/iml/resources/handbooks/projectparameters.cfm,29964,82,text/html,,,
https://cinema.usc.edu/iml/resources/index.cfm,21562,81,text/html,,,
https://cinema.usc.edu/iml/resources/articles/index.cfm,25185,87,text/html,,,
https://cinema.usc.edu/iml/faculty.cfm,52315,128,text/html,,,
https://cinema.usc.edu/iml/resources/articles/originalsynners.cfm,100135,99,text/html,,,
https://cinema.usc.edu/iml/resources/articles/foundationalliteracies.cfm,27531,83,text/html,,,
https://cinema.usc.edu/iml/resources/handbooks/wallisannenberg.cfm,22992,83,text/html,,,
https://cinema.usc.edu/iml/resources/articles/conceptualvertigo.cfm,49379,84,text/html,,,
https://cinema.usc.edu/iml/resources/articles/thesisshow.cfm,69476,82,text/html,,,
https://cinema.usc.edu/iml/resources/handbooks/studenthandbook.cfm,53684,89,text/html,,,
https://cinema.usc.edu/iml/resources/articles/algorithmicpedagogy.cfm,50166,83,text/html,,,
https://cinema.usc.edu/iml/resources/articles/regeneration.cfm,65278,83,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=40651&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,20078,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6655&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,20753,70,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startPage=1&startRow=271&title,55156,137,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6654&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,19648,72,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=34810&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,18900,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=35189&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,19133,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6664&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,19730,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=35476&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,20003,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=25040&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,19343,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6653&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,18887,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6656&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,19504,70,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startPage=1&startRow=331&title,28711,87,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=37001&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,18521,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=35195&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,19398,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=39891&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,19499,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6657&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,19535,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=38349&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,17879,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=29152&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,17845,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=33&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,22126,73,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=24191&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,19132,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=38348&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,17878,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=40766&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,17850,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=34836&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,20724,70,text/html,,,
https://cinema.usc.edu/events/reservation.cfm?id=13495&rid=1889,31165,78,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=49,57945,89,text/html,,,
https://cinema.usc.edu/directories/faculty.cfm?did=50&eid=0&startpage=1&startrow=151,56441,137,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=51,57929,89,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=50,57940,89,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?a=41&s=t,21568,82,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?id=53&s=d,21669,80,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?a=46&s=t,22075,83,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?id=54&s=d,57882,80,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?a=37&s=t,22608,84,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?a=45&s=t,23149,85,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?id=39&s=d,72779,99,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?id=20&s=d,27173,85,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?a=5&s=t,23665,86,text/html,,,
https://cinema.usc.edu/imap/faculty.cfm?did=63&eid=0&startpage=1&startrow=1,49761,118,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?id=22&s=d,25347,87,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?a=3&s=t,24172,87,text/html,,,
https://cinema.usc.edu/summer/classes.cfm?a=36&s=t,24681,88,text/html,,,
https://cinew=301&title,22436,90,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=38014&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,18781,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=37005&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,19686,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=40767&last&referer=facultydirectory.cfm&startpage=1&startrow=301&title,17850,70,text/html,,,
https://cinema.usc.edu/events/reservation.cfm?id=15441,31494,78,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=37077&last&referer=facultydirectory.cfm&startpage=1&startrow=121&title,17877,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=24301&last&referer=facultydirectory.cfm&startpage=1&startrow=121&title,19055,71,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=26971&last&referer=facultydirectory.cfm&startpage=1&startrow=121&title,20776,70,text/html,,,
